queue_id,broad_category_slug,sub_category,micro_niche,keyword,tiktok_search_url,tiktok_tag_url,google_shop_query_url
KW-0221,health,,,collagen drink,https://www.tiktok.com/search?q=collagen+drink,https://www.tiktok.com/tag/collagen-drink,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22collagen+drink%22+Malaysia
KW-0222,health,,,fiber gummies,https://www.tiktok.com/search?q=fiber+gummies,https://www.tiktok.com/tag/fiber-gummies,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fiber+gummies%22+Malaysia
KW-0223,health,,,sleep support,https://www.tiktok.com/search?q=sleep+support,https://www.tiktok.com/tag/sleep-support,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sleep+support%22+Malaysia
KW-0224,health,,,vitamin gummies,https://www.tiktok.com/search?q=vitamin+gummies,https://www.tiktok.com/tag/vitamin-gummies,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22vitamin+gummies%22+Malaysia
KW-0225,health,Beauty ingestibles,Collagen drinks and powders,beauty drink,https://www.tiktok.com/search?q=beauty+drink,https://www.tiktok.com/tag/beauty-drink,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22beauty+drink%22+Malaysia
KW-0226,health,Beauty ingestibles,Collagen drinks and powders,collagen drink,https://www.tiktok.com/search?q=collagen+drink,https://www.tiktok.com/tag/collagen-drink,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22collagen+drink%22+Malaysia
KW-0227,health,Beauty ingestibles,Collagen drinks and powders,collagen powder,https://www.tiktok.com/search?q=collagen+powder,https://www.tiktok.com/tag/collagen-powder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22collagen+powder%22+Malaysia
KW-0228,health,Dietary supplements,Daily vitamin gummies,daily supplement,https://www.tiktok.com/search?q=daily+supplement,https://www.tiktok.com/tag/daily-supplement,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22daily+supplement%22+Malaysia
KW-0229,health,Dietary supplements,Daily vitamin gummies,multivitamin,https://www.tiktok.com/search?q=multivitamin,https://www.tiktok.com/tag/multivitamin,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22multivitamin%22+Malaysia
KW-0230,health,Dietary supplements,Daily vitamin gummies,vitamin gummies,https://www.tiktok.com/search?q=vitamin+gummies,https://www.tiktok.com/tag/vitamin-gummies,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22vitamin+gummies%22+Malaysia
KW-0231,health,Fiber and digestion,Fiber gummies and probiotics,digestive support,https://www.tiktok.com/search?q=digestive+support,https://www.tiktok.com/tag/digestive-support,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22digestive+support%22+Malaysia
KW-0232,health,Fiber and digestion,Fiber gummies and probiotics,fiber gummies,https://www.tiktok.com/search?q=fiber+gummies,https://www.tiktok.com/tag/fiber-gummies,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fiber+gummies%22+Malaysia
KW-0233,health,Fiber and digestion,Fiber gummies and probiotics,probiotic,https://www.tiktok.com/search?q=probiotic,https://www.tiktok.com/tag/probiotic,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22probiotic%22+Malaysia
KW-0234,health,Sleep and stress,Calming and sleep support,calming gummies,https://www.tiktok.com/search?q=calming+gummies,https://www.tiktok.com/tag/calming-gummies,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22calming+gummies%22+Malaysia
KW-0235,health,Sleep and stress,Calming and sleep support,relax support,https://www.tiktok.com/search?q=relax+support,https://www.tiktok.com/tag/relax-support,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22relax+support%22+Malaysia
KW-0236,health,Sleep and stress,Calming and sleep support,sleep support,https://www.tiktok.com/search?q=sleep+support,https://www.tiktok.com/tag/sleep-support,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sleep+support%22+Malaysia
KW-0237,health,Topical wellness,Patches and external care,cooling patch,https://www.tiktok.com/search?q=cooling+patch,https://www.tiktok.com/tag/cooling-patch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cooling+patch%22+Malaysia
KW-0238,health,Topical wellness,Patches and external care,heat patch,https://www.tiktok.com/search?q=heat+patch,https://www.tiktok.com/tag/heat-patch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22heat+patch%22+Malaysia
KW-0239,health,Topical wellness,Patches and external care,pain relief patch,https://www.tiktok.com/search?q=pain+relief+patch,https://www.tiktok.com/tag/pain-relief-patch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pain+relief+patch%22+Malaysia
KW-0240,home-improvement,,,adhesive hook,https://www.tiktok.com/search?q=adhesive+hook,https://www.tiktok.com/tag/adhesive-hook,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adhesive+hook%22+Malaysia
KW-0241,home-improvement,,,door seal,https://www.tiktok.com/search?q=door+seal,https://www.tiktok.com/tag/door-seal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22door+seal%22+Malaysia
KW-0242,home-improvement,,,led strip,https://www.tiktok.com/search?q=led+strip,https://www.tiktok.com/tag/led-strip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22led+strip%22+Malaysia
KW-0243,home-improvement,,,repair tape,https://www.tiktok.com/search?q=repair+tape,https://www.tiktok.com/tag/repair-tape,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22repair+tape%22+Malaysia
KW-0244,home-improvement,,,shelf bracket,https://www.tiktok.com/search?q=shelf+bracket,https://www.tiktok.com/tag/shelf-bracket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shelf+bracket%22+Malaysia
KW-0245,home-improvement,Adhesive solutions,Wall hooks and strips,adhesive hook,https://www.tiktok.com/search?q=adhesive+hook,https://www.tiktok.com/tag/adhesive-hook,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adhesive+hook%22+Malaysia
KW-0246,home-improvement,Adhesive solutions,Wall hooks and strips,mount tape,https://www.tiktok.com/search?q=mount+tape,https://www.tiktok.com/tag/mount-tape,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22mount+tape%22+Malaysia
KW-0247,home-improvement,Adhesive solutions,Wall hooks and strips,wall strip,https://www.tiktok.com/search?q=wall+strip,https://www.tiktok.com/tag/wall-strip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wall+strip%22+Malaysia
KW-0248,home-improvement,Bathroom upgrades,Shower shelves and holders,shower rack,https://www.tiktok.com/search?q=shower+rack,https://www.tiktok.com/tag/shower-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shower+rack%22+Malaysia
KW-0249,home-improvement,Bathroom upgrades,Shower shelves and holders,soap shelf,https://www.tiktok.com/search?q=soap+shelf,https://www.tiktok.com/tag/soap-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22soap+shelf%22+Malaysia
KW-0250,home-improvement,Bathroom upgrades,Shower shelves and holders,toilet shelf,https://www.tiktok.com/search?q=toilet+shelf,https://www.tiktok.com/tag/toilet-shelf,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22toilet+shelf%22+Malaysia
KW-0251,home-improvement,Lighting,LED strips and cabinet lights,cabinet light,https://www.tiktok.com/search?q=cabinet+light,https://www.tiktok.com/tag/cabinet-light,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cabinet+light%22+Malaysia
KW-0252,home-improvement,Lighting,LED strips and cabinet lights,led strip,https://www.tiktok.com/search?q=led+strip,https://www.tiktok.com/tag/led-strip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22led+strip%22+Malaysia
KW-0253,home-improvement,Lighting,LED strips and cabinet lights,motion light,https://www.tiktok.com/search?q=motion+light,https://www.tiktok.com/tag/motion-light,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22motion+light%22+Malaysia
KW-0254,home-improvement,Sealing and repair,Door seals and tapes,door seal,https://www.tiktok.com/search?q=door+seal,https://www.tiktok.com/tag/door-seal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22door+seal%22+Malaysia
KW-0255,home-improvement,Sealing and repair,Door seals and tapes,repair tape,https://www.tiktok.com/search?q=repair+tape,https://www.tiktok.com/tag/repair-tape,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22repair+tape%22+Malaysia
KW-0256,home-improvement,Sealing and repair,Door seals and tapes,window seal,https://www.tiktok.com/search?q=window+seal,https://www.tiktok.com/tag/window-seal,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22window+seal%22+Malaysia
KW-0257,home-improvement,Small fixtures,Shelf supports and rails,corner rack,https://www.tiktok.com/search?q=corner+rack,https://www.tiktok.com/tag/corner-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22corner+rack%22+Malaysia
KW-0258,home-improvement,Small fixtures,Shelf supports and rails,rail holder,https://www.tiktok.com/search?q=rail+holder,https://www.tiktok.com/tag/rail-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22rail+holder%22+Malaysia
KW-0259,home-improvement,Small fixtures,Shelf supports and rails,shelf bracket,https://www.tiktok.com/search?q=shelf+bracket,https://www.tiktok.com/tag/shelf-bracket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22shelf+bracket%22+Malaysia
KW-0260,home-supplies,,,cleaning brush,https://www.tiktok.com/search?q=cleaning+brush,https://www.tiktok.com/tag/cleaning-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+brush%22+Malaysia
KW-0261,home-supplies,,,hanger,https://www.tiktok.com/search?q=hanger,https://www.tiktok.com/tag/hanger,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hanger%22+Malaysia
KW-0262,home-supplies,,,laundry basket,https://www.tiktok.com/search?q=laundry+basket,https://www.tiktok.com/tag/laundry-basket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laundry+basket%22+Malaysia
KW-0263,home-supplies,,,organizer,https://www.tiktok.com/search?q=organizer,https://www.tiktok.com/tag/organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22organizer%22+Malaysia
KW-0264,home-supplies,,,storage box,https://www.tiktok.com/search?q=storage+box,https://www.tiktok.com/tag/storage-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22storage+box%22+Malaysia
KW-0265,home-supplies,Bathroom,Toiletry and sink organizers,bathroom rack,https://www.tiktok.com/search?q=bathroom+rack,https://www.tiktok.com/tag/bathroom-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bathroom+rack%22+Malaysia
KW-0266,home-supplies,Bathroom,Toiletry and sink organizers,soap holder,https://www.tiktok.com/search?q=soap+holder,https://www.tiktok.com/tag/soap-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22soap+holder%22+Malaysia
KW-0267,home-supplies,Bathroom,Toiletry and sink organizers,toothbrush holder,https://www.tiktok.com/search?q=toothbrush+holder,https://www.tiktok.com/tag/toothbrush-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22toothbrush+holder%22+Malaysia
KW-0268,home-supplies,Cleaning,Brushes and wiping tools,cleaning brush,https://www.tiktok.com/search?q=cleaning+brush,https://www.tiktok.com/tag/cleaning-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+brush%22+Malaysia
KW-0269,home-supplies,Cleaning,Brushes and wiping tools,magic sponge,https://www.tiktok.com/search?q=magic+sponge,https://www.tiktok.com/tag/magic-sponge,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22magic+sponge%22+Malaysia
KW-0270,home-supplies,Cleaning,Brushes and wiping tools,wiper,https://www.tiktok.com/search?q=wiper,https://www.tiktok.com/tag/wiper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wiper%22+Malaysia
KW-0271,home-supplies,Laundry,Drying and washing accessories,hanger,https://www.tiktok.com/search?q=hanger,https://www.tiktok.com/tag/hanger,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hanger%22+Malaysia
KW-0272,home-supplies,Laundry,Drying and washing accessories,laundry bag,https://www.tiktok.com/search?q=laundry+bag,https://www.tiktok.com/tag/laundry-bag,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laundry+bag%22+Malaysia
KW-0273,home-supplies,Laundry,Drying and washing accessories,laundry basket,https://www.tiktok.com/search?q=laundry+basket,https://www.tiktok.com/tag/laundry-basket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laundry+basket%22+Malaysia
KW-0274,home-supplies,Small utility,Adhesive hooks and clips,adhesive hook,https://www.tiktok.com/search?q=adhesive+hook,https://www.tiktok.com/tag/adhesive-hook,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adhesive+hook%22+Malaysia
KW-0275,home-supplies,Small utility,Adhesive hooks and clips,cable clip,https://www.tiktok.com/search?q=cable+clip,https://www.tiktok.com/tag/cable-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+clip%22+Malaysia
KW-0276,home-supplies,Small utility,Adhesive hooks and clips,clip,https://www.tiktok.com/search?q=clip,https://www.tiktok.com/tag/clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22clip%22+Malaysia
KW-0277,home-supplies,Storage,Drawer and closet organizers,drawer organizer,https://www.tiktok.com/search?q=drawer+organizer,https://www.tiktok.com/tag/drawer-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22drawer+organizer%22+Malaysia
KW-0278,home-supplies,Storage,Drawer and closet organizers,organizer,https://www.tiktok.com/search?q=organizer,https://www.tiktok.com/tag/organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22organizer%22+Malaysia
KW-0279,home-supplies,Storage,Drawer and closet organizers,storage box,https://www.tiktok.com/search?q=storage+box,https://www.tiktok.com/tag/storage-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22storage+box%22+Malaysia
KW-0280,jewelry-accessories,,,bracelet,https://www.tiktok.com/search?q=bracelet,https://www.tiktok.com/tag/bracelet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bracelet%22+Malaysia
KW-0281,jewelry-accessories,,,brooch,https://www.tiktok.com/search?q=brooch,https://www.tiktok.com/tag/brooch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brooch%22+Malaysia
KW-0282,jewelry-accessories,,,earring set,https://www.tiktok.com/search?q=earring+set,https://www.tiktok.com/tag/earring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22earring+set%22+Malaysia
KW-0283,jewelry-accessories,,,necklace,https://www.tiktok.com/search?q=necklace,https://www.tiktok.com/tag/necklace,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22necklace%22+Malaysia
KW-0284,jewelry-accessories,,,ring set,https://www.tiktok.com/search?q=ring+set,https://www.tiktok.com/tag/ring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+set%22+Malaysia
KW-0285,jewelry-accessories,Bracelets and necklaces,Layered sets,bracelet,https://www.tiktok.com/search?q=bracelet,https://www.tiktok.com/tag/bracelet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bracelet%22+Malaysia
KW-0286,jewelry-accessories,Bracelets and necklaces,Layered sets,layered chain,https://www.tiktok.com/search?q=layered+chain,https://www.tiktok.com/tag/layered-chain,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22layered+chain%22+Malaysia
KW-0287,jewelry-accessories,Bracelets and necklaces,Layered sets,necklace set,https://www.tiktok.com/search?q=necklace+set,https://www.tiktok.com/tag/necklace-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22necklace+set%22+Malaysia
KW-0288,jewelry-accessories,Brooches and pins,Modest-fashion add-ons,brooch,https://www.tiktok.com/search?q=brooch,https://www.tiktok.com/tag/brooch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brooch%22+Malaysia
KW-0289,jewelry-accessories,Brooches and pins,Modest-fashion add-ons,hijab pin,https://www.tiktok.com/search?q=hijab+pin,https://www.tiktok.com/tag/hijab-pin,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hijab+pin%22+Malaysia
KW-0290,jewelry-accessories,Brooches and pins,Modest-fashion add-ons,pin shawl,https://www.tiktok.com/search?q=pin+shawl,https://www.tiktok.com/tag/pin-shawl,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pin+shawl%22+Malaysia
KW-0291,jewelry-accessories,Earrings,Stud and hoop sets,earring set,https://www.tiktok.com/search?q=earring+set,https://www.tiktok.com/tag/earring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22earring+set%22+Malaysia
KW-0292,jewelry-accessories,Earrings,Stud and hoop sets,hoop earring,https://www.tiktok.com/search?q=hoop+earring,https://www.tiktok.com/tag/hoop-earring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hoop+earring%22+Malaysia
KW-0293,jewelry-accessories,Earrings,Stud and hoop sets,stud earring,https://www.tiktok.com/search?q=stud+earring,https://www.tiktok.com/tag/stud-earring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22stud+earring%22+Malaysia
KW-0294,jewelry-accessories,Rings,Adjustable ring sets,adjustable ring,https://www.tiktok.com/search?q=adjustable+ring,https://www.tiktok.com/tag/adjustable-ring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adjustable+ring%22+Malaysia
KW-0295,jewelry-accessories,Rings,Adjustable ring sets,ring set,https://www.tiktok.com/search?q=ring+set,https://www.tiktok.com/tag/ring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+set%22+Malaysia
KW-0296,jewelry-accessories,Rings,Adjustable ring sets,stacking ring,https://www.tiktok.com/search?q=stacking+ring,https://www.tiktok.com/tag/stacking-ring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22stacking+ring%22+Malaysia
KW-0297,jewelry-accessories,Storage and care,Jewelry boxes and wipes,cleaning cloth,https://www.tiktok.com/search?q=cleaning+cloth,https://www.tiktok.com/tag/cleaning-cloth,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+cloth%22+Malaysia
KW-0298,jewelry-accessories,Storage and care,Jewelry boxes and wipes,jewelry box,https://www.tiktok.com/search?q=jewelry+box,https://www.tiktok.com/tag/jewelry-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jewelry+box%22+Malaysia
KW-0299,jewelry-accessories,Storage and care,Jewelry boxes and wipes,ring holder,https://www.tiktok.com/search?q=ring+holder,https://www.tiktok.com/tag/ring-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+holder%22+Malaysia
KW-0300,kids-fashion,,,boys set,https://www.tiktok.com/search?q=boys+set,https://www.tiktok.com/tag/boys-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22boys+set%22+Malaysia
KW-0301,kids-fashion,,,girls set,https://www.tiktok.com/search?q=girls+set,https://www.tiktok.com/tag/girls-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22girls+set%22+Malaysia
KW-0302,kids-fashion,,,kids pajama,https://www.tiktok.com/search?q=kids+pajama,https://www.tiktok.com/tag/kids-pajama,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+pajama%22+Malaysia
KW-0303,kids-fashion,,,romper,https://www.tiktok.com/search?q=romper,https://www.tiktok.com/tag/romper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22romper%22+Malaysia
KW-0304,kids-fashion,,,school socks,https://www.tiktok.com/search?q=school+socks,https://www.tiktok.com/tag/school-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+socks%22+Malaysia
KW-0305,kids-fashion,Accessories,Kids caps and bags,hairband kids,https://www.tiktok.com/search?q=hairband+kids,https://www.tiktok.com/tag/hairband-kids,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hairband+kids%22+Malaysia
KW-0306,kids-fashion,Accessories,Kids caps and bags,kids bag,https://www.tiktok.com/search?q=kids+bag,https://www.tiktok.com/tag/kids-bag,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+bag%22+Malaysia
KW-0307,kids-fashion,Accessories,Kids caps and bags,kids cap,https://www.tiktok.com/search?q=kids+cap,https://www.tiktok.com/tag/kids-cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+cap%22+Malaysia
KW-0308,kids-fashion,Baby clothing,Romper and bodysuit basics,baby set,https://www.tiktok.com/search?q=baby+set,https://www.tiktok.com/tag/baby-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baby+set%22+Malaysia
KW-0309,kids-fashion,Baby clothing,Romper and bodysuit basics,bodysuit,https://www.tiktok.com/search?q=bodysuit,https://www.tiktok.com/tag/bodysuit,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bodysuit%22+Malaysia
KW-0310,kids-fashion,Baby clothing,Romper and bodysuit basics,romper,https://www.tiktok.com/search?q=romper,https://www.tiktok.com/tag/romper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22romper%22+Malaysia
KW-0311,kids-fashion,Playwear,Boys and girls matching sets,boys set,https://www.tiktok.com/search?q=boys+set,https://www.tiktok.com/tag/boys-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22boys+set%22+Malaysia
KW-0312,kids-fashion,Playwear,Boys and girls matching sets,girls set,https://www.tiktok.com/search?q=girls+set,https://www.tiktok.com/tag/girls-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22girls+set%22+Malaysia
KW-0313,kids-fashion,Playwear,Boys and girls matching sets,kids set,https://www.tiktok.com/search?q=kids+set,https://www.tiktok.com/tag/kids-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+set%22+Malaysia
KW-0314,kids-fashion,School basics,Socks and inner basics,kids innerwear,https://www.tiktok.com/search?q=kids+innerwear,https://www.tiktok.com/tag/kids-innerwear,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+innerwear%22+Malaysia
KW-0315,kids-fashion,School basics,Socks and inner basics,school socks,https://www.tiktok.com/search?q=school+socks,https://www.tiktok.com/tag/school-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+socks%22+Malaysia
KW-0316,kids-fashion,School basics,Socks and inner basics,uniform basic,https://www.tiktok.com/search?q=uniform+basic,https://www.tiktok.com/tag/uniform-basic,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22uniform+basic%22+Malaysia
KW-0317,kids-fashion,Sleepwear,Kids pajama sets,kids pajama,https://www.tiktok.com/search?q=kids+pajama,https://www.tiktok.com/tag/kids-pajama,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+pajama%22+Malaysia
KW-0318,kids-fashion,Sleepwear,Kids pajama sets,pajama set,https://www.tiktok.com/search?q=pajama+set,https://www.tiktok.com/tag/pajama-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pajama+set%22+Malaysia
KW-0319,kids-fashion,Sleepwear,Kids pajama sets,sleepwear kids,https://www.tiktok.com/search?q=sleepwear+kids,https://www.tiktok.com/tag/sleepwear-kids,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sleepwear+kids%22+Malaysia
KW-0320,kitchenware,,,chopper,https://www.tiktok.com/search?q=chopper,https://www.tiktok.com/tag/chopper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chopper%22+Malaysia
KW-0321,kitchenware,,,food storage,https://www.tiktok.com/search?q=food+storage,https://www.tiktok.com/tag/food-storage,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22food+storage%22+Malaysia
KW-0322,kitchenware,,,oil dispenser,https://www.tiktok.com/search?q=oil+dispenser,https://www.tiktok.com/tag/oil-dispenser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22oil+dispenser%22+Malaysia
KW-0323,kitchenware,,,pan organizer,https://www.tiktok.com/search?q=pan+organizer,https://www.tiktok.com/tag/pan-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pan+organizer%22+Malaysia
KW-0324,kitchenware,,,sink rack,https://www.tiktok.com/search?q=sink+rack,https://www.tiktok.com/tag/sink-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sink+rack%22+Malaysia
KW-0325,kitchenware,Cookware accessories,Pan tools and liners,pan liner,https://www.tiktok.com/search?q=pan+liner,https://www.tiktok.com/tag/pan-liner,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pan+liner%22+Malaysia
KW-0326,kitchenware,Cookware accessories,Pan tools and liners,pot handle cover,https://www.tiktok.com/search?q=pot+handle+cover,https://www.tiktok.com/tag/pot-handle-cover,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pot+handle+cover%22+Malaysia
KW-0327,kitchenware,Cookware accessories,Pan tools and liners,silicone spatula,https://www.tiktok.com/search?q=silicone+spatula,https://www.tiktok.com/tag/silicone-spatula,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22silicone+spatula%22+Malaysia
KW-0328,kitchenware,Dispensers,Oil and seasoning containers,oil dispenser,https://www.tiktok.com/search?q=oil+dispenser,https://www.tiktok.com/tag/oil-dispenser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22oil+dispenser%22+Malaysia
KW-0329,kitchenware,Dispensers,Oil and seasoning containers,sauce bottle,https://www.tiktok.com/search?q=sauce+bottle,https://www.tiktok.com/tag/sauce-bottle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sauce+bottle%22+Malaysia
